Book_Available,Book_Category,Book_First_Link,Book_Price,Book_Stars,Book_Title,Book_total_category_amouth
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,40.17,1,Notes from a Small Island (Notes From a Small Island #1),110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,13.51,1,Night (The Night Trilogy #1),110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,57.83,1,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,22.2,1,Letter to a Christian Nation,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,45.11,1,Let's Pretend This Never Happened: A Mostly True Memoir,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,42.38,1,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,56.7,5,Into the Wild,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,28.85,3,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,28.88,2,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,26.66,5,Gratitude,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,15.28,5,Disrupted: My Misadventure in the Start-Up Bubble,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,51.32,5,Brave Enough,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,27.35,2,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-5.html,21.74,5,Blink: The Power of Thinking Without Thinking,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,40.87,1,Black Flags: The Rise of ISIS,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,56.58,1,Are We Smart Enough to Know How Smart Animals Are?,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,30.48,4,A Walk in the Woods: Rediscovering America on the Appalachian Trail,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,11.89,2,"The Suffragettes (Little Black Classics, #96)",110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,34.0,3,Kindle Paperwhite User's Guide,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,57.42,5,H is for Hawk,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,57.82,5,Travels with Charley: In Search of America,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,41.56,5,The Tumor,110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,14.4,1,The End of the Jesus Era (An Investigation #1),110
True,Nonfiction,https://books.toscrape.com/catalogue/category/books/nonfiction_13/page-6.html,51.32,3,"Eat, Pray, Love",110
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,35.02,5,Rip it Up and Start Again,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,57.25,3,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,37.32,2,How Music Works,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,18.03,1,Love Is a Mix Tape (Music #1),13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,31.19,4,Please Kill Me: The Uncensored Oral History of Punk,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,45.05,5,Kill 'Em and Leave: Searching for James Brown and the American Soul,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,52.6,2,"Chronicles, Vol. 1",13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,38.4,1,This Is Your Brain on Music: The Science of a Human Obsession,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,12.36,3,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,20.02,5,No One Here Gets Out Alive,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,31.58,5,Life,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,55.66,2,Old Records Never Die: One Man's Quest for His Vinyl and His Past,13
True,Music,https://books.toscrape.com/catalogue/category/books/music_14/index.html,28.8,3,Forever Rockers (The Rocker #12),13
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,17.93,3,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,22.6,4,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,13.99,2,"Starving Hearts (Triangular Trade Trilogy, #1)",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,22.5,3,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,53.13,3,Aladdin and His Wonderful Lamp,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,33.29,3,Penny Maybe,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,18.02,2,Maude (1883-1993):She Grew Up with the country,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,20.59,5,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,39.58,2,Soul Reader,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,49.46,2,Bossypants,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,42.95,1,A World of Flavor: Your Gluten Free Passport,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,56.76,5,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,41.6,3,Tracing Numbers on a Train,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,52.72,1,Thirteen Reasons Why,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,27.37,4,The Secret (The Secret #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,36.0,2,The Psychopath Test: A Journey Through the Madness Industry,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,41.82,4,The Kite Runner,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,55.02,2,The Girl on the Train,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,23.15,2,The Emerald Mystery,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/index.html,32.0,3,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,33.34,5,The Art of War,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,20.27,1,Secrets and Lace (Fatal Hearts #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,36.94,1,Romero and Juliet: A Tragic Tale of Love and Zombies,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,41.06,1,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,10.76,1,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,19.15,2,Large Print Heart of the Pride,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,22.16,2,Grumbles,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,29.0,1,First Steps for New Christians (Print Edition),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,54.59,4,Eureka Trivia 6.0,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,34.95,4,Drive: The Surprising Truth About What Motivates Us,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,37.72,5,Done Rubbed Out (Reightman & Bailey #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,11.11,2,Beauty Restored (Riley Family Legacy Novellas #3),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,15.48,2,Ayumi's Violin,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,46.82,4,Anonymous,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,18.46,3,Amy Meets the Saints and Sages,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,50.54,5,Amatus,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,37.1,4,V for Vendetta (V for Vendetta Complete),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,45.95,2,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,56.8,4,The Wright Brothers,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-2.html,44.48,5,The Songs of the Gods,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,54.04,1,The Rosie Project (Don Tillman #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,16.88,3,The Power of Habit: Why We Do What We Do in Life and Business,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,39.5,5,Steve Jobs,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,49.83,3,Luckiest Girl Alive,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,46.91,4,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,16.28,5,Lady Midnight (The Dark Artifices #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,47.02,3,"Hush, Hush (Hush, Hush #1)",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,10.23,5,Greek Mythic History,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,46.47,3,Every Last Word,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,36.58,1,Daily Fantasy Sports,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,44.14,1,Clockwork Angel (The Infernal Devices #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,11.23,4,City of Fallen Angels (The Mortal Instruments #4),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,43.28,1,City of Bones (The Mortal Instruments #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,47.27,1,City of Ashes (The Mortal Instruments #2),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,31.85,3,"Carry On, Warrior: Thoughts on Life Unarmed",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,46.23,2,Carrie,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,51.48,3,Angels & Demons (Robert Langdon #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,13.33,3,"The Three Searches, Meaning, and the Story",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,49.67,4,Raspberry Pi Electronics Projects for the Evil Genius,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-3.html,58.32,5,How to Speak Golf: An Illustrated Guide to Links Lingo,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,56.51,5,Eleanor & Park,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,48.39,2,Troublemaker: Surviving Hollywood and Scientology,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,20.88,5,Adultery,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,58.87,4,Unlimited Intuition Now,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,11.82,2,Underlying Notes,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,44.05,5,The New Brand You: Your New Image Makes the Sale for You,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,16.68,2,The Flowers Lied,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,10.41,4,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,47.44,2,Modern Day Fables,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,43.62,5,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,41.39,2,The Martian (The Martian #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,40.72,2,Left Behind (Left Behind #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,20.22,4,John Vassos: Industrial Design for Modern Life,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,56.48,1,I'll Give You the Sun,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,52.86,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,43.64,1,Ender's Game (The Ender Quintet #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,37.51,4,Death by Leisure: A Cautionary Tale,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,22.14,2,Wildlife of New York: A Five-Borough Coloring Book,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,34.72,1,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-4.html,36.05,4,The Great Gatsby,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,49.03,3,The Good Girl,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,33.17,4,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,20.9,2,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,13.22,4,Life of Pi,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,57.84,5,The Sound Of Love,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,55.02,3,The Perks of Being a Wallflower,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,31.58,2,The Makings of a Fatherless Child,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,17.8,5,The Hobbit (Middle-Earth Universe),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,10.27,2,The Fellowship of the Ring (The Lord of the Rings #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,30.6,3,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,46.58,1,Musicophilia: Tales of Music and the Brain,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,53.68,4,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,47.22,1,The Fault in Our Stars,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,34.5,1,The Dream Thieves (The Raven Cycle #2),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,11.83,2,The 5th Wave (The 5th Wave #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,16.23,5,Shiver (The Wolves of Mercy Falls #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,11.48,3,Remember Me?,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,38.13,5,If I Stay (If I Stay #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,36.55,2,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-5.html,23.32,1,Harry Potter and the Deathly Hallows (Harry Potter #7),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,16.96,1,Fool Me Once,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,38.7,2,Drama,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,34.13,5,"Blue Lily, Lily Blue (The Raven Cycle #3)",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,58.59,4,Alight (The Generations Trilogy #2),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,52.35,4,Vogue Colors A to Z: A Fashion Coloring Book,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,27.88,3,The Shining (The Shining #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,29.85,5,The Hunger Games (The Hunger Games #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,19.67,5,Outlander (Outlander #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,20.44,4,Mockingjay (The Hunger Games #3),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,13.9,3,Harry Potter and the Sorcerer's Stone (Harry Potter #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,48.94,2,Confessions of a Shopaholic (Shopaholic #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,34.77,1,Zero History (Blue Ant #3),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,21.8,1,World War Z: An Oral History of the Zombie War,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,46.02,3,Wild: From Lost to Found on the Pacific Crest Trail,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,18.13,1,"Where'd You Go, Bernadette",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,41.93,2,Twilight (Twilight #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,36.8,3,The Paris Wife,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,20.93,1,The Maze Runner (The Maze Runner #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,58.09,2,The Lover's Dictionary,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-6.html,43.58,3,The Goldfinch,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,12.3,1,The Giver (The Giver Quartet #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,22.14,2,The Girl Who Played with Fire (Millennium Trilogy #2),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,52.25,4,The Demon-Haunted World: Science as a Candle in the Dark,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,53.49,2,The Book Thief,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,23.43,2,The Autobiography of Malcolm X,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,46.45,2,Shopaholic & Baby (Shopaholic #5),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,43.55,1,Quiet: The Power of Introverts in a World That Can't Stop Talking,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,56.68,2,Packing for Mars: The Curious Science of Life in the Void,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,24.61,2,Orange Is the New Black,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,32.87,2,One for the Money (Stephanie Plum #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,29.4,1,Morning Star (Red Rising #3),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,26.13,2,Life After Life,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,25.02,1,"Lean In: Women, Work, and the Will to Lead",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,20.11,3,Is Everyone Hanging Out Without Me? (And Other Concerns),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,37.6,5,Gone Girl,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,38.62,1,Fellside,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,18.74,1,Eclipse (Twilight #3),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,52.62,3,Dracula,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,39.24,5,Dead Wake: The Last Crossing of the Lusitania,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-7.html,17.81,1,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,23.9,5,Dark Places,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,35.28,5,Breaking Dawn (Twilight #4),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,21.55,5,Beautiful Creatures (Caster Chronicles #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,14.08,5,A Visit from the Goon Squad,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,19.69,5,The Zombie Room,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,50.59,3,The Name of the Wind (The Kingkiller Chronicle #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,18.88,2,Taking Shots (Assassins #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,42.4,1,Shatter Me (Shatter Me #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,24.96,1,Paradise Lost (Paradise #1),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,32.36,3,On the Road (Duluoz Legend),152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,38.43,5,Jane Eyre,152
True,Default,https://books.toscrape.com/catalogue/category/books/default_15/page-8.html,38.0,2,Frankenstein,152
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,37.59,1,Mesaerion: The Best Science Fiction Stories 1800-1849,16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,35.67,5,Join,16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,43.3,4,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,10.65,1,The Project,16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,26.12,2,Soft Apocalypse,16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,48.74,1,Sleeping Giants (Themis Files #1),16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,21.36,4,Arena,16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,32.42,1,Foundation (Foundation (Publication Order) #1),16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,10.92,1,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,19.07,4,Ready Player One,16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,33.26,2,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,54.86,1,Dune (Dune #1),16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,51.48,1,Do Androids Dream of Electric Sheep? (Blade Runner #1),16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,44.18,2,Three Wishes (River of Time: California #1),16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,36.26,2,The Last Girl (The Dominion Trilogy #1),16
True,Science Fiction,https://books.toscrape.com/catalogue/category/books/science-fiction_16/index.html,34.96,4,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),16
True,Sports and Games,https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,44.84,5,The Book of Basketball: The NBA According to The Sports Guy,5
True,Sports and Games,https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,51.22,3,"Friday Night Lights: A Town, a Team, and a Dream",5
True,Sports and Games,https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,24.42,1,Sugar Rush (Offensive Line #2),5
True,Sports and Games,https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,44.91,2,Settling the Score (The Summer Games #1),5
True,Sports and Games,https://books.toscrape.com/catalogue/category/books/sports-and-games_17/index.html,40.44,4,Icing (Aces Hockey #2),5
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,19.09,1,The Torch Is Passed: A Harding Family Story,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,23.89,4,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,40.76,3,The Art Forger,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,14.07,3,On a Midnight Clear,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,53.9,2,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,29.06,3,"Shobu Samurai, Project Aryoku (#3)",67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,28.26,5,Modern Romance,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,25.91,5,The White Queen (The Cousins' War #1),67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,37.4,5,The Song of Achilles,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,40.67,2,The Immortal Life of Henrietta Lacks,67
True,Add a comment,https://books.toscrape.com/catalogue/category/books/add-a-comment_18/index.html,48.78,1,The Dovekeepers,67
